number,close_notes
INC0831981,"We haven't heard back anything from Oliver,  look like issue is no more in the system, hence proceeding with ticket closure."
INC0831557,"Issue is no more in the system, hence  user has asked to close the incident."
INC0831290,User has confirmed to close the incident
INC0830063,Have taken manual action
INC0829868,Issue has been resolved.
INC0829862,Issue has been resolved.
INC0829747,"System is up , hence closing  the incident."
INC0829743,Issue has been resolved.
INC0829742,Issue has been resolved.
INC0829597,Issue has been resolved.
INC0829153,Issue has been resolved.
INC0828899,"Thanks for the confirmation, we are proceeding with ticket closure."
INC0828874,Issue has been resolved.
INC0828862,Issue has been resolved and job got completed successfully.
INC0828505,config moved to prod
INC0828430,"Duplicate Ticket, hence closing.

Please followup with Incident #INC0828073."
INC0828120,"Issue is no more in the system, hence we are proceeding with ticket closure."
INC0828073,"Data looks good now,hence proceeding with ticket closure."
INC0827848,Issue has been resolved.
INC0827768,Duplicate INC0827766
INC0827766,Transport move fixed it. 
INC0827624,Master data issue reported. 
INC0827557,Master issue reported. 
INC0827455,Planned system down time. 
INC0827332,Fix moved to Prod and validated 2 weeks.
INC0826827,Job was re run and it got completed succesfully.
INC0826789,Issue has been resolved and  ORI started.
INC0826788,Job got timeout.re ran the job and it got completed succesfully.
INC0826688,Closed by Caller
INC0826653,Fix moved to Prod
INC0826312,Re- Rean country forecast
INC0826288,Duplicate ticket exists.
INC0825927,Some user opened the file
INC0824949,Manual re-run
INC0824331,Job has been re run and it got completed successfully.
INC0823964,42D LT between 1151 and 2101 now in IBP.  Closing ticket.
INC0823559,Issue has been resolved.
INC0821498,Master data on routing corrected. 
INC0821129,Issue has been resolved.
INC0820452,I
INC0819907,"Data looks good now,hence proceeding with ticket closure."
INC0819512,User has confirmed to close the incident
INC0819446,"per user, ticket can be closed."
INC0819071,Manually re-run
INC0819042,Job has been scheduled per the agreed time on weekdays. 
INC0818679,Issue has been resolved and all the combinations are now available in SAP Fiori App.
INC0818589,Issue has been resolved and job got completed successfully.
INC0818132,System maintenance - hence closed.
INC0818109,Issue has been resolved.
INC0818108,Completed successfully
INC0817974,Issue has been resolved and job got completed successfully.
INC0817880,Issue has been resolved and job got completed successfully.
INC0817879,Issue has been resolved. 
INC0817830,Issue has been resolved and job got completed successfully.
INC0817660,Issue has been resolved.
INC0817518,Issue resolved. Sarah Scheuber confirmed on 9/24 that it can be closed.
INC0816173,"Hi Tim,

We have not received any updates from your end, hence we are assuming that the reported issue is no more in the system.

Currently we are proceeding with ticket closure, please feel free to reach out to us in case of any concerns .

Thanks for your understanding and support.

Kind Regards,
Ravindran PG"
INC0815755,Issue has been resolved and  ORI started.
INC0815754,Issue has been resolved.
INC0815251,"DMND0005677 is created for this work, hence closing the incident."
INC0815151,Master data corrected. 
INC0814577,Master data and bulk material related issue is resolved. Products are planning. Old PIR's deleted. 
INC0814316,Classification tabs on the customer updated by respective team. 
INC0813999,Job has been re ran and it got completed successfully.
INC0813998,Issue has been resolved and ORI started.
INC0813704,Completed successfully
INC0813697,Completed successfully
INC0813483,Completed Successfully
INC0813482,Completed successfully
INC0813416,Completed successfully
INC0813409,Completed successfully
INC0813068,Config changes to remove overlap 
INC0812791,Completed successfully
INC0812295,"Issue is no more in the system, hence proceeding with ticket  closure."
INC0811922,Config fix moved to Prod. 
INC0811691,No feedback from user.  Issue resolved.
INC0810811,"Actually its an one time issues, this has been fixed by its next planning run. Hence proceeding with ticket closure."
INC0810757,"Master data Fixed, hence proceeding with ticket closure."
INC0809887,Master data issue - has been fixed.
INC0809543,MAster data corrected. Confirmed with Renee. 
INC0809276,Manual re-run
INC0809232,Issue has been resolved and job got completed successfully.
INC0808703,Issue has been resolved.
INC0808702,Issue has been resolved.
INC0808434,Manually killed for 1908 upgrade.
INC0808400,Manually killed for 1908 upgrade
INC0808364,Manually killed for 1908 upgrade.
INC0808345,Issue has been resolved.
INC0807619,Master data corrected and it planned as expected. 
INC0807286,This issue is resolved with the work Ajit did for us on the LRF
INC0806859,Issue has been resolved and ORI was started.
INC0806858,"The job includes two HCI tasks,which when checked in HCI found that both the tasks got completed successfully.So we proceeded triggering the  successor ORI  job."
INC0806265,Validated all production orders in the extract are current and no old or deleted orders are in the table.  Closing ticket.
INC0805054,Plant 1124 has been extended thus this material should be flow into IBP Demand.  SL is needed for it to flow into IBP Supply. I will send a message to the Supply team to add SL.
INC0805046,Application job fixed. Next weekend run should have the job executed automatically. 
INC0804992,Confirmed that -Final Shipment Forecast – LRF(Draft) key figure is in PRD and  it has been loaded with the Final Shipment Forecast – LRF(Published) . 
INC0804002,Validated this morning on sku 03488OS. (attached) Closing ticket.
INC0803923,Validated approximately 20 random skus and summarized results to a 99.7% accuracy. The Inventory Kick out log will be a separate effort. Closing ticket.
INC0803858,Checked in with Meg today and she is good to close this ticket. If it recurs she will open a new one.
INC0803653,Job has been re run and it got completed successfully.
INC0803221,Skipped the faield step as the job is nor clear.
INC0803096,job has been re ran and it got completed successfully.
INC0803084,job has been re ran and it got completed successfully.
INC0802969,Job has been re ran and it got completed successfully.
INC0802968,job has been re ran and it got completed successfully.
INC0802817,job has been re ran and it got completed successfully.
INC0802584,Master data corrected. 
INC0802464,marking ticket resolved
INC0801426,"Hi Renee,
One more Incident exists for the same issue under the reference # INC0798819 - Forecast re-appeared for a discontinued SKU after weekend batch (Planning Material 03772 has phase out end of 2/29/20).
We will include Planning Material 3937  also while checking , to avoid any confusions, we are closing the duplicate incident #INC0801426.
Please feel free to revert back to us in case of any concerns. 

Regards,
Ravindran PG"
INC0801226,Completed Successfully
INC0801225,Completed successfully
INC0800305,"We didn't hear back any concerns from user, hence proceeding with ticket closure.

Please feel free to revert to us in case of issues in future."
INC0799977,Old distributors were causing the issue. Corrected the country description.
INC0799489,Tim to identify the old STOs and close it. PPDS heuristic worked as expected. 
INC0799481,Sales orders creation older than current date till 150D change is made and moved to Prod. Validated.
INC0799479,Validated.  Shipping Condition is populated in Sales Order Extract table (ZTSCP_TRF_SO).  
INC0799294,Master data corrected. 
INC0799226,Master data corrected for the reported SKU. 
INC0799156,Re-ran the jobs after the Profit center update for the deleted product. This was done middle of last week. Weekend jobs ran as well. 
INC0799136,No job ran to fail now. 
INC0799135,No Job ran now. 
INC0799010,"Validated, 9/10.  Results look good.  Closing ticket."
INC0798867,Code logic is fixed and planners modified the line for the new component to kick in. 
INC0798849,"Override was placed again on the combination by the planners. Further communication,

Thanks Uthaman

The issue seems to have been fixed. I was able to zero out the forecast

 

Please go ahead and close this ticket.

I appreciate your help on this.

Regards,

DS

From: Palaniappan, Uthaman 
Sent: Wednesday, August 14, 2019 7:27 PM
To: Salas, Daniel <Daniel.Salas@ejgallo.com>
Cc: Ude, Derek <Derek.Ude@ejgallo.com>; Guzman, Pablo <Pablo.Guzman@ejgallo.com>
Subject: RE: INC0798849: Overrides for demand in Mexico (0000205000) for Planning Material 01509 

Hi Daniel, As I mentioned in another ticket – there is no change history enabled for the override to check if the jobs or any manual input at the location level (though the planners provide in country level only) has caused the override to sit on one location and not on another. Please reenter the override for now and if you happen to get similar issues – I can check with Derek if we can enable the change history for this KF as well. 

Thanks,
Uthaman"
INC0798819,"Hi Renee,

There is no concern from user on the reported issue, assuming that issue is no more in the system and proceeding with ticket closure.

Please feel free to revert back us in case of any issues.

Thanks!

Kind Regards,
Ravindran PG"
